Count,Date,DAM LMP,RT LMP,RT DAM Spread,RT>DAM,Day of week,Month,Season,DAM yesterday,DAM 7 days ago,DAM to DAM spread,Rolling 7d DAM mean,Rolling 7d RT DAM spread,Weight,,,Lamba (half life),1 year,0.0019
1718,9/14/2023,27.27,34.13,6.86,1,4,9,Fall,32.64,59.72,-5.36,40.41,6.91,0.8145017324,,,,,
1719,9/15/2023,23.65,22.03,-1.61,0,5,9,Fall,27.27,57.73,-3.63,35.78,1.89,0.816050596,,,,,
1720,9/16/2023,21.77,19.62,-2.15,0,6,9,Fall,23.65,35.49,-1.88,30.91,3.81,0.817602405,,,,,
1721,9/17/2023,21.02,17.87,-3.15,0,7,9,Fall,21.77,30.64,-0.74,28.95,1.96,0.8191571649,,,,,
1722,9/18/2023,26.38,28.37,1.99,1,1,9,Fall,21.02,32.82,5.35,27.57,1.89,0.8207148814,,,,,
1723,9/19/2023,25.31,26.81,1.50,1,2,9,Fall,26.38,33.85,-1.06,26.65,1.46,0.82227556,,,,,
1724,9/20/2023,24.05,25.98,1.93,1,3,9,Fall,25.31,32.64,-1.26,25.43,1.62,0.8238392064,,,,,
1725,9/21/2023,23.81,26.11,2.30,1,4,9,Fall,24.05,27.27,-0.24,24.21,0.77,0.8254058263,,,,,
1726,9/22/2023,22.66,24.03,1.37,1,5,9,Fall,23.81,23.65,-1.15,23.71,0.12,0.8269754252,,,,,
1727,9/23/2023,21.68,23.20,1.52,1,6,9,Fall,22.66,21.77,-0.98,23.57,0.54,0.8285480089,,,,,
1728,9/24/2023,20.09,23.33,3.24,1,7,9,Fall,21.68,21.02,-1.59,23.56,1.07,0.8301235831,,,,,
1729,9/25/2023,25.21,28.88,3.68,1,1,9,Fall,20.09,26.38,5.11,23.43,1.98,0.8317021534,,,,,
1730,9/26/2023,24.87,23.77,-1.10,0,2,9,Fall,25.21,25.31,-0.33,23.26,2.22,0.8332837255,,,,,
1731,9/27/2023,26.33,25.05,-1.28,0,3,9,Fall,24.87,24.05,1.46,23.20,1.85,0.8348683051,,,,,
1732,9/28/2023,26.56,23.60,-2.96,0,4,9,Fall,26.33,23.81,0.23,23.52,1.39,0.836455898,,,,,
1733,9/29/2023,29.40,27.57,-1.84,0,5,9,Fall,26.56,22.66,2.84,23.92,0.64,0.8380465099,,,,,
1734,9/30/2023,24.68,24.26,-0.42,0,6,9,Fall,29.40,21.68,-4.72,24.88,0.18,0.8396401465,,,,,
1735,10/1/2023,24.18,22.27,-1.90,0,7,10,Fall,24.68,20.09,-0.50,25.31,-0.10,0.8412368135,,,,,
1736,10/2/2023,28.99,24.80,-4.19,0,1,10,Fall,24.18,25.21,4.81,25.89,-0.83,0.8428365168,,,,,
1737,10/3/2023,30.64,23.43,-7.21,0,2,10,Fall,28.99,24.87,1.65,26.43,-1.96,0.8444392622,,,,,
1738,10/4/2023,32.87,38.35,5.47,1,3,10,Fall,30.64,26.33,2.24,27.25,-2.83,0.8460450553,,,,,
1739,10/5/2023,28.27,35.65,7.38,1,4,10,Fall,32.87,26.56,-4.61,28.19,-1.86,0.847653902,,,,,
1740,10/6/2023,28.82,35.32,6.50,1,5,10,Fall,28.27,29.40,0.55,28.43,-0.39,0.849265808,,,,,
1741,10/7/2023,26.36,26.25,-0.11,0,6,10,Fall,28.82,24.68,-2.46,28.35,0.80,0.8508807794,,,,,
1742,10/8/2023,21.37,12.95,-8.42,0,7,10,Fall,26.36,24.18,-4.98,28.59,0.85,0.8524988217,,,,,
1743,10/9/2023,23.71,24.51,0.80,1,1,10,Fall,21.37,28.99,2.34,28.19,-0.08,0.8541199409,,,,,
1744,10/10/2023,26.41,46.91,20.51,1,2,10,Fall,23.71,30.64,2.69,27.43,0.63,0.8557441429,,,,,
1745,10/11/2023,27.21,28.64,1.43,1,3,10,Fall,26.41,32.87,0.81,26.83,4.59,0.8573714335,,,,,
1746,10/12/2023,28.24,24.67,-3.57,0,4,10,Fall,27.21,28.27,1.03,26.02,4.01,0.8590018185,,,,,
1747,10/13/2023,26.65,26.74,0.09,1,5,10,Fall,28.24,28.82,-1.59,26.02,2.45,0.8606353039,,,,,
1748,10/14/2023,21.11,27.84,6.73,1,6,10,Fall,26.65,26.36,-5.53,25.71,1.53,0.8622718955,,,,,
1749,10/15/2023,22.18,18.90,-3.28,0,7,10,Fall,21.11,21.37,1.07,24.96,2.51,0.8639115993,,,,,
1750,10/16/2023,26.95,24.30,-2.65,0,1,10,Fall,22.18,23.71,4.77,25.07,3.24,0.8655544212,,,,,
1751,10/17/2023,28.92,30.11,1.19,1,2,10,Fall,26.95,26.41,1.97,25.54,2.75,0.8672003671,,,,,
1752,10/18/2023,25.62,29.11,3.49,1,3,10,Fall,28.92,27.21,-3.30,25.90,-0.01,0.8688494429,,,,,
1753,10/19/2023,26.32,25.79,-0.53,0,4,10,Fall,25.62,28.24,0.69,25.67,0.28,0.8705016546,,,,,
1754,10/20/2023,29.59,23.31,-6.28,0,5,10,Fall,26.32,26.65,3.27,25.39,0.72,0.8721570082,,,,,
1755,10/21/2023,27.71,30.74,3.03,1,6,10,Fall,29.59,21.11,-1.87,25.81,-0.19,0.8738155096,,,,,
1756,10/22/2023,28.01,24.93,-3.08,0,7,10,Fall,27.71,22.18,0.30,26.76,-0.72,0.8754771649,,,,,
1757,10/23/2023,32.56,39.24,6.69,1,1,10,Fall,28.01,26.95,4.54,27.59,-0.69,0.8771419799,,,,,
1758,10/24/2023,32.24,27.56,-4.68,0,2,10,Fall,32.56,28.92,-0.31,28.39,0.64,0.8788099608,,,,,
1759,10/25/2023,33.38,26.07,-7.31,0,3,10,Fall,32.24,25.62,1.14,28.86,-0.20,0.8804811135,,,,,
1760,10/26/2023,28.92,39.82,10.91,1,4,10,Fall,33.38,26.32,-4.47,29.97,-1.74,0.8821554441,,,,,
1761,10/27/2023,30.94,25.38,-5.56,0,5,10,Fall,28.92,29.59,2.03,30.34,-0.10,0.8838329587,,,,,
1762,10/28/2023,29.44,64.87,35.42,1,6,10,Fall,30.94,27.71,-1.50,30.54,0.00,0.8855136632,,,,,
1763,10/29/2023,30.38,60.44,30.05,1,7,10,Fall,29.44,28.01,0.94,30.79,4.63,0.8871975637,,,,,
1764,10/30/2023,36.29,41.56,5.27,1,1,10,Fall,30.38,32.56,5.91,31.12,9.36,0.8888846664,,,,,
1765,10/31/2023,37.20,29.06,-8.14,0,2,10,Fall,36.29,32.24,0.91,31.66,9.16,0.8905749773,,,,,
1766,11/1/2023,44.42,30.14,-14.28,0,3,11,Fall,37.20,33.38,7.22,32.37,8.66,0.8922685024,,,,,
1767,11/2/2023,39.65,28.69,-10.95,0,4,11,Fall,44.42,28.92,-4.77,33.94,7.67,0.893965248,,,,,
1768,11/3/2023,30.15,26.63,-3.52,0,5,11,Fall,39.65,30.94,-9.50,35.47,4.54,0.8956652202,,,,,
1769,11/4/2023,26.43,27.75,1.33,1,6,11,Fall,30.15,29.44,-3.72,35.36,4.84,0.897368425,,,,,
1770,11/5/2023,25.15,25.04,-0.11,0,7,11,Fall,26.43,30.38,-1.28,34.93,-0.03,0.8990748687,,,,,
1771,11/6/2023,30.41,29.39,-1.02,0,1,11,Fall,25.15,36.29,5.26,34.18,-4.34,0.9007845574,,,,,
1772,11/7/2023,27.40,25.80,-1.60,0,2,11,Fall,30.41,37.20,-3.01,33.34,-5.24,0.9024974972,,,,,
1773,11/8/2023,28.96,25.95,-3.01,0,3,11,Fall,27.40,44.42,1.57,31.94,-4.31,0.9042136943,,,,,
1774,11/9/2023,30.82,28.73,-2.08,0,4,11,Fall,28.96,39.65,1.85,29.73,-2.70,0.905933155,,,,,
1775,11/10/2023,28.21,44.02,15.82,1,5,11,Fall,30.82,30.15,-2.61,28.47,-1.43,0.9076558855,,,,,
1776,11/11/2023,30.97,31.76,0.79,1,6,11,Fall,28.21,26.43,2.77,28.20,1.33,0.9093818918,,,,,
1777,11/12/2023,32.50,55.56,23.05,1,7,11,Fall,30.97,25.15,1.53,28.85,1.25,0.9111111804,,,,,
1778,11/13/2023,37.94,37.86,-0.09,0,1,11,Fall,32.50,30.41,5.44,29.90,4.56,0.9128437574,,,,,
1779,11/14/2023,38.48,33.48,-5.00,0,2,11,Fall,37.94,27.40,0.53,30.97,4.70,0.9145796291,,,,,
1780,11/15/2023,34.53,27.97,-6.56,0,3,11,Fall,38.48,28.96,-3.95,32.56,4.21,0.9163188018,,,,,
1781,11/16/2023,30.80,39.74,8.94,1,4,11,Fall,34.53,30.82,-3.73,33.35,3.70,0.9180612816,,,,,
1782,11/17/2023,29.82,27.80,-2.02,0,5,11,Fall,30.80,28.21,-0.98,33.35,5.28,0.919807075,,,,,
1783,11/18/2023,31.12,30.70,-0.42,0,6,11,Fall,29.82,30.97,1.30,33.58,2.73,0.9215561882,,,,,
1784,11/19/2023,32.76,28.32,-4.44,0,7,11,Fall,31.12,32.50,1.64,33.60,2.56,0.9233086275,,,,,
1785,11/20/2023,40.17,28.79,-11.38,0,1,11,Fall,32.76,37.94,7.41,33.64,-1.37,0.9250643993,,,,,
1786,11/21/2023,38.77,36.15,-2.62,0,2,11,Fall,40.17,38.48,-1.40,33.95,-2.98,0.9268235099,,,,,
1787,11/22/2023,33.26,29.29,-3.97,0,3,11,Fall,38.77,34.53,-5.51,34.00,-2.64,0.9285859656,,,,,
1788,11/23/2023,31.42,26.60,-4.82,0,4,11,Fall,33.26,30.80,-1.84,33.81,-2.27,0.9303517728,,,,,
1789,11/24/2023,34.91,32.89,-2.02,0,5,11,Fall,31.42,29.82,3.49,33.90,-4.24,0.9321209379,,,,,
1790,11/25/2023,40.69,37.33,-3.36,0,6,11,Fall,34.91,31.12,5.78,34.63,-4.24,0.9338934673,,,,,
1791,11/26/2023,41.77,38.26,-3.51,0,7,11,Fall,40.69,32.76,1.08,36.00,-4.66,0.9356693673,,,,,
1792,11/27/2023,42.10,38.79,-3.30,0,1,11,Fall,41.77,40.17,0.33,37.28,-4.53,0.9374486444,,,,,
1793,11/28/2023,48.53,36.25,-12.27,0,2,11,Fall,42.10,38.77,6.43,37.56,-3.37,0.9392313049,,,,,
1794,11/29/2023,58.80,39.61,-19.19,0,3,11,Fall,48.53,33.26,10.27,38.95,-4.75,0.9410173554,,,,,
1795,11/30/2023,46.51,36.90,-9.61,0,4,11,Fall,58.80,31.42,-12.29,42.60,-6.93,0.9428068023,,,,,
1796,12/1/2023,34.32,34.97,0.66,1,5,12,Winter,46.51,34.91,-12.19,44.76,-7.61,0.9445996519,,,,,
1797,12/2/2023,31.57,31.60,0.03,1,6,12,Winter,34.32,40.69,-2.75,44.67,-7.23,0.9463959109,,,,,
1798,12/3/2023,30.55,32.23,1.68,1,7,12,Winter,31.57,41.77,-1.02,43.37,-6.74,0.9481955857,,,,,
1799,12/4/2023,35.87,35.36,-0.51,0,1,12,Winter,30.55,42.10,5.32,41.77,-6.00,0.9499986827,,,,,
1800,12/5/2023,42.06,39.63,-2.42,0,2,12,Winter,35.87,48.53,6.19,40.88,-5.60,0.9518052085,,,,,
1801,12/6/2023,51.22,43.56,-7.66,0,3,12,Winter,42.06,58.80,9.17,39.95,-4.20,0.9536151697,,,,,
1802,12/7/2023,62.30,39.62,-22.67,0,4,12,Winter,51.22,46.51,11.07,38.87,-2.55,0.9554285726,,,,,
1803,12/8/2023,38.76,29.55,-9.21,0,5,12,Winter,62.30,34.32,-23.53,41.13,-4.41,0.957245424,,,,,
1804,12/9/2023,28.84,26.87,-1.98,0,6,12,Winter,38.76,31.57,-9.92,41.76,-5.82,0.9590657303,,,,,
1805,12/10/2023,27.11,27.44,0.33,1,7,12,Winter,28.84,30.55,-1.73,41.37,-6.11,0.9608894981,,,,,
1806,12/11/2023,32.30,29.17,-3.14,0,1,12,Winter,27.11,35.87,5.19,40.88,-6.30,0.962716734,,,,,
1807,12/12/2023,33.35,24.71,-8.64,0,2,12,Winter,32.30,42.06,1.05,40.37,-6.68,0.9645474446,,,,,
1808,12/13/2023,34.81,30.33,-4.48,0,3,12,Winter,33.35,51.22,1.46,39.13,-7.57,0.9663816365,,,,,
1809,12/14/2023,36.14,32.86,-3.28,0,4,12,Winter,34.81,62.30,1.32,36.78,-7.11,0.9682193162,,,,,
1810,12/15/2023,28.91,29.74,0.83,1,5,12,Winter,36.14,38.76,-7.23,33.05,-4.34,0.9700604906,,,,,
1811,12/16/2023,26.48,23.41,-3.08,0,6,12,Winter,28.91,28.84,-2.42,31.64,-2.91,0.9719051661,,,,,
1812,12/17/2023,26.42,22.30,-4.12,0,7,12,Winter,26.48,27.11,-0.06,31.30,-3.07,0.9737533495,,,,,
1813,12/18/2023,28.81,22.58,-6.23,0,1,12,Winter,26.42,32.30,2.38,31.20,-3.70,0.9756050474,,,,,
1814,12/19/2023,31.85,27.47,-4.38,0,2,12,Winter,28.81,33.35,3.04,30.70,-4.14,0.9774602665,,,,,
1815,12/20/2023,33.32,41.15,7.83,1,3,12,Winter,31.85,34.81,1.47,30.49,-3.54,0.9793190135,,,,,
1816,12/21/2023,35.14,35.67,0.53,1,4,12,Winter,33.32,36.14,1.82,30.28,-1.78,0.9811812952,,,,,
1817,12/22/2023,44.47,31.23,-13.24,0,5,12,Winter,35.14,28.91,9.33,30.13,-1.23,0.9830471181,,,,,
1818,12/23/2023,31.37,31.60,0.22,1,6,12,Winter,44.47,26.48,-13.09,32.36,-3.24,0.9849164891,,,,,
1819,12/24/2023,27.09,27.09,0.00,0,7,12,Winter,31.37,26.42,-4.28,33.05,-2.77,0.986789415,,,,,
1820,12/25/2023,24.36,20.15,-4.20,0,1,12,Winter,27.09,28.81,-2.74,33.15,-2.18,0.9886659024,,,,,
1821,12/26/2023,26.99,24.85,-2.13,0,2,12,Winter,24.36,31.85,2.63,32.51,-1.89,0.9905459581,,,,,
1822,12/27/2023,28.56,30.92,2.36,1,3,12,Winter,26.99,33.32,1.57,31.82,-1.57,0.992429589,,,,,
1823,12/28/2023,28.76,29.07,0.31,1,4,12,Winter,28.56,35.14,0.20,31.14,-2.35,0.9943168018,,,,,
1824,12/29/2023,26.60,24.85,-1.74,0,5,12,Winter,28.76,44.47,-2.16,30.23,-2.38,0.9962076034,,,,,
1825,12/30/2023,25.85,33.40,7.55,1,6,12,Winter,26.60,31.37,-0.75,27.67,-0.74,0.9981020005,,,,,
1826,12/31/2023,27.16,32.82,5.67,1,7,12,Winter,25.85,27.09,1.31,26.89,0.31,1,,,,,
